Provinsi,Tanggal,Curah_Hujan_mm
Sumatera Utara,2013-07-07,10.88
Sumatera Utara,2013-07-08,11.86
Sumatera Utara,2013-07-09,3.78
Sumatera Utara,2013-07-10,0.91
Sumatera Utara,2013-07-11,0.37
Sumatera Utara,2013-07-12,0.06
Sumatera Utara,2013-07-13,1.84
Sumatera Utara,2013-07-14,6.24
Sumatera Utara,2013-07-15,0.97
Sumatera Utara,2013-07-16,3.77
Sumatera Utara,2013-07-17,7.26
Sumatera Utara,2013-07-18,2.31
Sumatera Utara,2013-07-19,0.04
Sumatera Utara,2013-07-20,0.0
Sumatera Utara,2013-07-21,0.0
Sumatera Utara,2013-07-22,0.0
Sumatera Utara,2013-07-23,0.0
Sumatera Utara,2013-07-24,0.0
Sumatera Utara,2013-07-25,1.11
Sumatera Utara,2013-07-26,3.63
Sumatera Utara,2013-07-27,1.69
Sumatera Utara,2013-07-28,1.0
Sumatera Utara,2013-07-29,0.19
Sumatera Utara,2013-07-30,0.56
Sumatera Utara,2013-07-31,7.81
Sumatera Utara,2013-08-01,14.52
Sumatera Utara,2013-08-02,3.57
Sumatera Utara,2013-08-03,12.83
Sumatera Utara,2013-08-04,8.31
Sumatera Utara,2013-08-05,6.15
Sumatera Utara,2013-08-06,1.11
Sumatera Utara,2013-08-07,33.48
Sumatera Utara,2013-08-08,12.83
Sumatera Utara,2013-08-09,1.76
Sumatera Utara,2013-08-10,3.9
Sumatera Utara,2013-08-11,5.66
Sumatera Utara,2013-08-12,2.1
Sumatera Utara,2013-08-13,0.24
Sumatera Utara,2013-08-14,0.07
Sumatera Utara,2013-08-15,1.6
Sumatera Utara,2013-08-16,1.16
Sumatera Utara,2013-08-17,0.77
Sumatera Utara,2013-08-18,3.14
Sumatera Utara,2013-08-19,34.15
Sumatera Utara,2013-08-20,0.45
Sumatera Utara,2013-08-21,0.0
Sumatera Utara,2013-08-22,2.89
Sumatera Utara,2013-08-23,0.47
Sumatera Utara,2013-08-24,4.42
Sumatera Utara,2013-08-25,1.33
Sumatera Utara,2013-08-26,8.12
Sumatera Utara,2013-08-27,24.78
Sumatera Utara,2013-08-28,107.41
Sumatera Utara,2013-08-29,23.14
Sumatera Utara,2013-08-30,22.28
Sumatera Utara,2013-08-31,8.22
Sumatera Utara,2013-09-01,6.41
Sumatera Utara,2013-09-02,3.82
Sumatera Utara,2013-09-03,41.5
Sumatera Utara,2013-09-04,22.91
Sumatera Utara,2013-09-05,36.06
Sumatera Utara,2013-09-06,41.67
Sumatera Utara,2013-09-07,3.67
Sumatera Utara,2013-09-08,0.11
Sumatera Utara,2013-09-09,7.12
Sumatera Utara,2013-09-10,5.98
Sumatera Utara,2013-09-11,9.47
Sumatera Utara,2013-09-12,4.12
Sumatera Utara,2013-09-13,1.05
Sumatera Utara,2013-09-14,4.43
Sumatera Utara,2013-09-15,0.72
Sumatera Utara,2013-09-16,0.4
Sumatera Utara,2013-09-17,3.55
Sumatera Utara,2013-09-18,1.63
Sumatera Utara,2013-09-19,0.0
Sumatera Utara,2013-09-20,0.0
Sumatera Utara,2013-09-21,0.0
Sumatera Utara,2013-09-22,0.0
Sumatera Utara,2013-09-23,0.78
Sumatera Utara,2013-09-24,6.08
Sumatera Utara,2013-09-25,0.29
Sumatera Utara,2013-09-26,2.77
Sumatera Utara,2013-09-27,4.09
Sumatera Utara,2013-09-28,30.32
Sumatera Utara,2013-09-29,13.62
Sumatera Utara,2013-09-30,0.95
Sumatera Utara,2013-10-01,7.06
Sumatera Utara,2013-10-02,7.42
Sumatera Utara,2013-10-03,8.17
Sumatera Utara,2013-10-04,9.1
Sumatera Utara,2013-10-05,14.05
Sumatera Utara,2013-10-06,23.53
Sumatera Utara,2013-10-07,21.79
Sumatera Utara,2013-10-08,9.03
Sumatera Utara,2013-10-09,0.23
Sumatera Utara,2013-10-10,53.19
Sumatera Utara,2013-10-11,22.76
Sumatera Utara,2013-10-12,25.49
Sumatera Utara,2013-10-13,10.98
Sumatera Utara,2013-10-14,10.54
Sumatera Utara,2013-10-15,17.67
Sumatera Utara,2013-10-16,2.44
Sumatera Utara,2013-10-17,2.96
Sumatera Utara,2013-10-18,104.96
Sumatera Utara,2013-10-19,20.69
Sumatera Utara,2013-10-20,9.02
Sumatera Utara,2013-10-21,6.88
Sumatera Utara,2013-10-22,32.03
Sumatera Utara,2013-10-23,5.63
Sumatera Utara,2013-10-24,20.42
Sumatera Utara,2013-10-25,6.4
Sumatera Utara,2013-10-26,0.5
Sumatera Utara,2013-10-27,13.71
Sumatera Utara,2013-10-28,1.23
Sumatera Utara,2013-10-29,0.35
Sumatera Utara,2013-10-30,7.48
Sumatera Utara,2013-10-31,8.22
Sumatera Utara,2013-11-01,22.96
Sumatera Utara,2013-11-02,11.8
Sumatera Utara,2013-11-03,12.77
Sumatera Utara,2013-11-04,4.4
Sumatera Utara,2013-11-05,27.03
Sumatera Utara,2013-11-06,30.01
Sumatera Utara,2013-11-07,46.7
Sumatera Utara,2013-11-08,6.73
Sumatera Utara,2013-11-09,28.68
Sumatera Utara,2013-11-10,11.75
Sumatera Utara,2013-11-11,5.7
Sumatera Utara,2013-11-12,61.99
Sumatera Utara,2013-11-13,35.6
Sumatera Utara,2013-11-14,26.41
Sumatera Utara,2013-11-15,2.39
Sumatera Utara,2013-11-16,38.39
Sumatera Utara,2013-11-17,3.66
Sumatera Utara,2013-11-18,0.87
Sumatera Utara,2013-11-19,0.84
Sumatera Utara,2013-11-20,1.68
Sumatera Utara,2013-11-21,10.64
Sumatera Utara,2013-11-22,38.19
Sumatera Utara,2013-11-23,32.0
Sumatera Utara,2013-11-24,2.76
Sumatera Utara,2013-11-25,3.03
Sumatera Utara,2013-11-26,3.32
Sumatera Utara,2013-11-27,9.98
Sumatera Utara,2013-11-28,6.11
Sumatera Utara,2013-11-29,4.72
Sumatera Utara,2013-11-30,11.2
Sumatera Utara,2013-12-01,15.38
Sumatera Utara,2013-12-02,12.43
Sumatera Utara,2013-12-03,31.25
Sumatera Utara,2013-12-04,16.09
Sumatera Utara,2013-12-05,16.1
Sumatera Utara,2013-12-06,12.77
Sumatera Utara,2013-12-07,35.26
Sumatera Utara,2013-12-08,11.61
Sumatera Utara,2013-12-09,3.31
Sumatera Utara,2013-12-10,27.86
Sumatera Utara,2013-12-11,3.64
Sumatera Utara,2013-12-12,2.68
Sumatera Utara,2013-12-13,2.08
Sumatera Utara,2013-12-14,0.15
Sumatera Utara,2013-12-15,0.0
Sumatera Utara,2013-12-16,0.05
Sumatera Utara,2013-12-17,0.12
Sumatera Utara,2013-12-18,6.99
Sumatera Utara,2013-12-19,11.83
Sumatera Utara,2013-12-20,8.33
Sumatera Utara,2013-12-21,2.41
Sumatera Utara,2013-12-22,8.94
Sumatera Utara,2013-12-23,4.26
Sumatera Utara,2013-12-24,1.65
Sumatera Utara,2013-12-25,0.36
Sumatera Utara,2013-12-26,1.58
Sumatera Utara,2013-12-27,5.78
Sumatera Utara,2013-12-28,14.54
Sumatera Utara,2013-12-29,48.76
Sumatera Utara,2013-12-30,10.23
Sumatera Utara,2013-12-31,0.16
Sumatera Utara,2014-01-01,0.01
Sumatera Utara,2014-01-02,31.44
Sumatera Utara,2014-01-03,48.59
Sumatera Utara,2014-01-04,24.48
Sumatera Utara,2014-01-05,3.51
Sumatera Utara,2014-01-06,32.22
Sumatera Utara,2014-01-07,30.41
Sumatera Utara,2014-01-08,7.03
Sumatera Utara,2014-01-09,2.12
Sumatera Utara,2014-01-10,5.55
Sumatera Utara,2014-01-11,1.8
Sumatera Utara,2014-01-12,2.09
Sumatera Utara,2014-01-13,7.03
Sumatera Utara,2014-01-14,10.32
Sumatera Utara,2014-01-15,2.96
Sumatera Utara,2014-01-16,10.37
Sumatera Utara,2014-01-17,3.48
Sumatera Utara,2014-01-18,0.17
Sumatera Utara,2014-01-19,0.01
Sumatera Utara,2014-01-20,0.05
Sumatera Utara,2014-01-21,12.6
Sumatera Utara,2014-01-22,0.45
Sumatera Utara,2014-01-23,0.0
Sumatera Utara,2014-01-24,1.76
Sumatera Utara,2014-01-25,1.37
Sumatera Utara,2014-01-26,0.64
Sumatera Utara,2014-01-27,0.16
Sumatera Utara,2014-01-28,16.93
Sumatera Utara,2014-01-29,1.79
Sumatera Utara,2014-01-30,0.0
Sumatera Utara,2014-01-31,0.02
Sumatera Utara,2014-02-01,0.0
Sumatera Utara,2014-02-02,0.89
Sumatera Utara,2014-02-03,0.46
Sumatera Utara,2014-02-04,0.11
Sumatera Utara,2014-02-05,0.05
Sumatera Utara,2014-02-06,3.13
Sumatera Utara,2014-02-07,7.04
Sumatera Utara,2014-02-08,0.46
Sumatera Utara,2014-02-09,0.0
Sumatera Utara,2014-02-10,0.0
Sumatera Utara,2014-02-11,0.0
Sumatera Utara,2014-02-12,0.05
Sumatera Utara,2014-02-13,0.0
Sumatera Utara,2014-02-14,0.0
Sumatera Utara,2014-02-15,0.0
Sumatera Utara,2014-02-16,0.0
Sumatera Utara,2014-02-17,0.0
Sumatera Utara,2014-02-18,0.0
Sumatera Utara,2014-02-19,0.0
Sumatera Utara,2014-02-20,3.19
Sumatera Utara,2014-02-21,2.68
Sumatera Utara,2014-02-22,6.62
Sumatera Utara,2014-02-23,0.03
Sumatera Utara,2014-02-24,0.0
Sumatera Utara,2014-02-25,0.0
Sumatera Utara,2014-02-26,0.01
Sumatera Utara,2014-02-27,0.01
Sumatera Utara,2014-02-28,7.77
Sumatera Utara,2014-03-01,2.04
Sumatera Utara,2014-03-02,0.01
Sumatera Utara,2014-03-03,3.5
Sumatera Utara,2014-03-04,3.18
Sumatera Utara,2014-03-05,0.03
Sumatera Utara,2014-03-06,0.21
Sumatera Utara,2014-03-07,0.21
Sumatera Utara,2014-03-08,0.0
Sumatera Utara,2014-03-09,0.0
Sumatera Utara,2014-03-10,0.02
Sumatera Utara,2014-03-11,0.01
Sumatera Utara,2014-03-12,0.0
Sumatera Utara,2014-03-13,0.02
Sumatera Utara,2014-03-14,0.3
Sumatera Utara,2014-03-15,6.25
Sumatera Utara,2014-03-16,19.92
Sumatera Utara,2014-03-17,1.76
Sumatera Utara,2014-03-18,9.73
Sumatera Utara,2014-03-19,1.38
Sumatera Utara,2014-03-20,8.18
Sumatera Utara,2014-03-21,0.92
Sumatera Utara,2014-03-22,0.03
Sumatera Utara,2014-03-23,1.32
Sumatera Utara,2014-03-24,0.06
Sumatera Utara,2014-03-25,0.0
Sumatera Utara,2014-03-26,0.07
Sumatera Utara,2014-03-27,29.41
Sumatera Utara,2014-03-28,18.21
Sumatera Utara,2014-03-29,5.06
Sumatera Utara,2014-03-30,0.32
Sumatera Utara,2014-03-31,83.45
Sumatera Utara,2014-04-01,4.86
Sumatera Utara,2014-04-02,4.28
Sumatera Utara,2014-04-03,40.81
Sumatera Utara,2014-04-04,24.82
Sumatera Utara,2014-04-05,16.59
Sumatera Utara,2014-04-06,0.84
Sumatera Utara,2014-04-07,1.18
Sumatera Utara,2014-04-08,0.37
Sumatera Utara,2014-04-09,0.11
Sumatera Utara,2014-04-10,6.9
Sumatera Utara,2014-04-11,4.42
Sumatera Utara,2014-04-12,1.23
Sumatera Utara,2014-04-13,0.16
Sumatera Utara,2014-04-14,31.74
Sumatera Utara,2014-04-15,9.18
Sumatera Utara,2014-04-16,1.53
Sumatera Utara,2014-04-17,31.73
Sumatera Utara,2014-04-18,9.79
Sumatera Utara,2014-04-19,0.15
Sumatera Utara,2014-04-20,0.81
Sumatera Utara,2014-04-21,0.43
Sumatera Utara,2014-04-22,0.14
Sumatera Utara,2014-04-23,10.6
Sumatera Utara,2014-04-24,10.58
Sumatera Utara,2014-04-25,23.35
Sumatera Utara,2014-04-26,19.07
Sumatera Utara,2014-04-27,9.67
Sumatera Utara,2014-04-28,5.68
Sumatera Utara,2014-04-29,21.58
Sumatera Utara,2014-04-30,4.09
Sumatera Utara,2014-05-01,0.24
Sumatera Utara,2014-05-02,1.45
Sumatera Utara,2014-05-03,0.25
Sumatera Utara,2014-05-04,0.61
Sumatera Utara,2014-05-05,18.02
Sumatera Utara,2014-05-06,8.97
Sumatera Utara,2014-05-07,20.13
Sumatera Utara,2014-05-08,8.66
Sumatera Utara,2014-05-09,4.28
Sumatera Utara,2014-05-10,2.98
Sumatera Utara,2014-05-11,6.44
Sumatera Utara,2014-05-12,25.18
Sumatera Utara,2014-05-13,5.86
Sumatera Utara,2014-05-14,15.96
Sumatera Utara,2014-05-15,2.91
Sumatera Utara,2014-05-16,6.83
Sumatera Utara,2014-05-17,9.64
Sumatera Utara,2014-05-18,4.26
Sumatera Utara,2014-05-19,1.47
Sumatera Utara,2014-05-20,1.01
Sumatera Utara,2014-05-21,6.9
Sumatera Utara,2014-05-22,3.85
Sumatera Utara,2014-05-23,0.19
Sumatera Utara,2014-05-24,11.17
Sumatera Utara,2014-05-25,13.27
Sumatera Utara,2014-05-26,34.5
Sumatera Utara,2014-05-27,7.77
Sumatera Utara,2014-05-28,0.06
Sumatera Utara,2014-05-29,0.29
Sumatera Utara,2014-05-30,9.94
Sumatera Utara,2014-05-31,9.9
Sumatera Utara,2014-06-01,3.41
Sumatera Utara,2014-06-02,0.52
Sumatera Utara,2014-06-03,0.16
Sumatera Utara,2014-06-04,83.57
Sumatera Utara,2014-06-05,31.09
Sumatera Utara,2014-06-06,0.62
Sumatera Utara,2014-06-07,0.0
Sumatera Utara,2014-06-08,0.0
Sumatera Utara,2014-06-09,0.0
Sumatera Utara,2014-06-10,0.03
Sumatera Utara,2014-06-11,4.06
Sumatera Utara,2014-06-12,1.7
Sumatera Utara,2014-06-13,20.13
Sumatera Utara,2014-06-14,3.86
Sumatera Utara,2014-06-15,0.51
Sumatera Utara,2014-06-16,0.27
Sumatera Utara,2014-06-17,10.48
Sumatera Utara,2014-06-18,15.71
Sumatera Utara,2014-06-19,0.06
Sumatera Utara,2014-06-20,0.0
Sumatera Utara,2014-06-21,4.01
Sumatera Utara,2014-06-22,3.92
Sumatera Utara,2014-06-23,11.27
Sumatera Utara,2014-06-24,3.46
Sumatera Utara,2014-06-25,0.1
Sumatera Utara,2014-06-26,13.74
Sumatera Utara,2014-06-27,0.69
Sumatera Utara,2014-06-28,5.74
Sumatera Utara,2014-06-29,2.01
Sumatera Utara,2014-06-30,0.36
Sumatera Utara,2014-07-01,0.96
Sumatera Utara,2014-07-02,1.12
Sumatera Utara,2014-07-03,7.2
Sumatera Utara,2014-07-04,21.86
Sumatera Utara,2014-07-05,5.33
Sumatera Utara,2014-07-06,9.39
Sumatera Utara,2014-07-07,16.85
Sumatera Utara,2014-07-08,20.12
Sumatera Utara,2014-07-09,12.72
Sumatera Utara,2014-07-10,5.55
Sumatera Utara,2014-07-11,19.39
Sumatera Utara,2014-07-12,15.16
Sumatera Utara,2014-07-13,0.03
Sumatera Utara,2014-07-14,9.24
Sumatera Utara,2014-07-15,2.73
Sumatera Utara,2014-07-16,5.01
Sumatera Utara,2014-07-17,9.25
Sumatera Utara,2014-07-18,2.5
Sumatera Utara,2014-07-19,0.0
Sumatera Utara,2014-07-20,0.01
Sumatera Utara,2014-07-21,0.78
Sumatera Utara,2014-07-22,15.57
Sumatera Utara,2014-07-23,1.32
Sumatera Utara,2014-07-24,0.0
Sumatera Utara,2014-07-25,0.28
Sumatera Utara,2014-07-26,0.46
Sumatera Utara,2014-07-27,5.02
Sumatera Utara,2014-07-28,0.62
Sumatera Utara,2014-07-29,2.21
Sumatera Utara,2014-07-30,8.36
Sumatera Utara,2014-07-31,29.84
Sumatera Utara,2014-08-01,7.38
Sumatera Utara,2014-08-02,0.03
Sumatera Utara,2014-08-03,1.59
Sumatera Utara,2014-08-04,0.07
Sumatera Utara,2014-08-05,2.05
Sumatera Utara,2014-08-06,2.22
Sumatera Utara,2014-08-07,9.09
Sumatera Utara,2014-08-08,1.64
Sumatera Utara,2014-08-09,0.36
Sumatera Utara,2014-08-10,8.74
Sumatera Utara,2014-08-11,19.61
Sumatera Utara,2014-08-12,52.23
Sumatera Utara,2014-08-13,12.44
Sumatera Utara,2014-08-14,13.48
Sumatera Utara,2014-08-15,8.25
Sumatera Utara,2014-08-16,3.03
Sumatera Utara,2014-08-17,1.84
Sumatera Utara,2014-08-18,3.59
Sumatera Utara,2014-08-19,0.94
Sumatera Utara,2014-08-20,4.67
Sumatera Utara,2014-08-21,7.31
Sumatera Utara,2014-08-22,0.5
Sumatera Utara,2014-08-23,9.48
Sumatera Utara,2014-08-24,32.5
Sumatera Utara,2014-08-25,18.75
Sumatera Utara,2014-08-26,20.42
Sumatera Utara,2014-08-27,10.28
Sumatera Utara,2014-08-28,3.62
Sumatera Utara,2014-08-29,0.06
Sumatera Utara,2014-08-30,0.0
Sumatera Utara,2014-08-31,0.0
Sumatera Utara,2014-09-01,0.29
Sumatera Utara,2014-09-02,1.34
Sumatera Utara,2014-09-03,0.09
Sumatera Utara,2014-09-04,1.87
Sumatera Utara,2014-09-05,139.36
Sumatera Utara,2014-09-06,23.27
Sumatera Utara,2014-09-07,1.71
Sumatera Utara,2014-09-08,1.33
Sumatera Utara,2014-09-09,6.01
Sumatera Utara,2014-09-10,0.38
Sumatera Utara,2014-09-11,3.79
Sumatera Utara,2014-09-12,0.78
Sumatera Utara,2014-09-13,26.24
Sumatera Utara,2014-09-14,10.34
Sumatera Utara,2014-09-15,0.12
Sumatera Utara,2014-09-16,0.0
Sumatera Utara,2014-09-17,0.0
Sumatera Utara,2014-09-18,0.92
Sumatera Utara,2014-09-19,26.54
Sumatera Utara,2014-09-20,27.14
Sumatera Utara,2014-09-21,14.34
Sumatera Utara,2014-09-22,1.61
Sumatera Utara,2014-09-23,1.5
Sumatera Utara,2014-09-24,8.47
Sumatera Utara,2014-09-25,44.67
Sumatera Utara,2014-09-26,7.77
Sumatera Utara,2014-09-27,2.12
Sumatera Utara,2014-09-28,0.74
Sumatera Utara,2014-09-29,5.6
Sumatera Utara,2014-09-30,0.27
Sumatera Utara,2014-10-01,2.22
Sumatera Utara,2014-10-02,5.74
Sumatera Utara,2014-10-03,22.03
Sumatera Utara,2014-10-04,19.25
Sumatera Utara,2014-10-05,2.58
Sumatera Utara,2014-10-06,2.13
Sumatera Utara,2014-10-07,7.86
Sumatera Utara,2014-10-08,0.03
Sumatera Utara,2014-10-09,0.01
Sumatera Utara,2014-10-10,0.0
Sumatera Utara,2014-10-11,2.75
Sumatera Utara,2014-10-12,14.71
Sumatera Utara,2014-10-13,4.74
Sumatera Utara,2014-10-14,35.86
Sumatera Utara,2014-10-15,6.84
Sumatera Utara,2014-10-16,3.11
Sumatera Utara,2014-10-17,13.84
Sumatera Utara,2014-10-18,10.84
Sumatera Utara,2014-10-19,2.99
Sumatera Utara,2014-10-20,5.12
Sumatera Utara,2014-10-21,3.02
Sumatera Utara,2014-10-22,1.73
Sumatera Utara,2014-10-23,0.33
Sumatera Utara,2014-10-24,15.82
Sumatera Utara,2014-10-25,12.92
Sumatera Utara,2014-10-26,21.14
Sumatera Utara,2014-10-27,23.08
Sumatera Utara,2014-10-28,5.44
Sumatera Utara,2014-10-29,0.93
Sumatera Utara,2014-10-30,0.24
Sumatera Utara,2014-10-31,84.41
Sumatera Utara,2014-11-01,75.97
Sumatera Utara,2014-11-02,58.42
Sumatera Utara,2014-11-03,2.94
Sumatera Utara,2014-11-04,10.39
Sumatera Utara,2014-11-05,11.85
Sumatera Utara,2014-11-06,18.31
Sumatera Utara,2014-11-07,13.53
Sumatera Utara,2014-11-08,9.15
Sumatera Utara,2014-11-09,2.69
Sumatera Utara,2014-11-10,1.24
Sumatera Utara,2014-11-11,5.47
Sumatera Utara,2014-11-12,8.42
Sumatera Utara,2014-11-13,9.06
Sumatera Utara,2014-11-14,8.5
Sumatera Utara,2014-11-15,4.35
Sumatera Utara,2014-11-16,11.05
Sumatera Utara,2014-11-17,14.67
Sumatera Utara,2014-11-18,3.91
Sumatera Utara,2014-11-19,6.64
Sumatera Utara,2014-11-20,4.41
Sumatera Utara,2014-11-21,17.32
Sumatera Utara,2014-11-22,19.79
Sumatera Utara,2014-11-23,18.15
Sumatera Utara,2014-11-24,9.06
Sumatera Utara,2014-11-25,55.9
Sumatera Utara,2014-11-26,55.07
Sumatera Utara,2014-11-27,2.92
Sumatera Utara,2014-11-28,7.62
Sumatera Utara,2014-11-29,13.45
Sumatera Utara,2014-11-30,40.97
Sumatera Utara,2014-12-01,42.68
Sumatera Utara,2014-12-02,5.28
Sumatera Utara,2014-12-03,8.77
Sumatera Utara,2014-12-04,1.83
Sumatera Utara,2014-12-05,7.75
Sumatera Utara,2014-12-06,1.72
Sumatera Utara,2014-12-07,26.28
Sumatera Utara,2014-12-08,14.27
Sumatera Utara,2014-12-09,3.47
Sumatera Utara,2014-12-10,14.61
Sumatera Utara,2014-12-11,4.37
Sumatera Utara,2014-12-12,1.08
Sumatera Utara,2014-12-13,11.22
Sumatera Utara,2014-12-14,4.06
Sumatera Utara,2014-12-15,20.34
Sumatera Utara,2014-12-16,26.91
Sumatera Utara,2014-12-17,6.51
Sumatera Utara,2014-12-18,12.77
Sumatera Utara,2014-12-19,6.82
Sumatera Utara,2014-12-20,14.3
Sumatera Utara,2014-12-21,63.49
Sumatera Utara,2014-12-22,17.56
Sumatera Utara,2014-12-23,5.47
Sumatera Utara,2014-12-24,18.72
Sumatera Utara,2014-12-25,54.17
Sumatera Utara,2014-12-26,13.59
Sumatera Utara,2014-12-27,3.99
Sumatera Utara,2014-12-28,4.76
Sumatera Utara,2014-12-29,8.54
Sumatera Utara,2014-12-30,4.63
Sumatera Utara,2014-12-31,5.18
Sumatera Utara,2015-01-01,0.19
Sumatera Utara,2015-01-02,3.13
Sumatera Utara,2015-01-03,1.13
Sumatera Utara,2015-01-04,7.91
Sumatera Utara,2015-01-05,1.49
Sumatera Utara,2015-01-06,4.61
Sumatera Utara,2015-01-07,16.25
Sumatera Utara,2015-01-08,15.7
Sumatera Utara,2015-01-09,23.47
Sumatera Utara,2015-01-10,7.56
Sumatera Utara,2015-01-11,0.36
Sumatera Utara,2015-01-12,0.22
Sumatera Utara,2015-01-13,0.53
Sumatera Utara,2015-01-14,9.64
Sumatera Utara,2015-01-15,0.04
Sumatera Utara,2015-01-16,2.34
Sumatera Utara,2015-01-17,8.27
Sumatera Utara,2015-01-18,0.43
Sumatera Utara,2015-01-19,0.21
Sumatera Utara,2015-01-20,0.14
Sumatera Utara,2015-01-21,18.4
Sumatera Utara,2015-01-22,40.29
Sumatera Utara,2015-01-23,0.32
Sumatera Utara,2015-01-24,16.95
Sumatera Utara,2015-01-25,2.8
Sumatera Utara,2015-01-26,5.69
Sumatera Utara,2015-01-27,5.18
Sumatera Utara,2015-01-28,0.05
Sumatera Utara,2015-01-29,7.58
Sumatera Utara,2015-01-30,49.34
Sumatera Utara,2015-01-31,22.42
Sumatera Utara,2015-02-01,7.97
Sumatera Utara,2015-02-02,0.33
Sumatera Utara,2015-02-03,0.34
Sumatera Utara,2015-02-04,0.86
Sumatera Utara,2015-02-05,5.64
Sumatera Utara,2015-02-06,1.95
Sumatera Utara,2015-02-07,0.18
Sumatera Utara,2015-02-08,0.02
Sumatera Utara,2015-02-09,7.13
Sumatera Utara,2015-02-10,17.09
Sumatera Utara,2015-02-11,12.27
Sumatera Utara,2015-02-12,0.0
Sumatera Utara,2015-02-13,6.71
Sumatera Utara,2015-02-14,3.25
Sumatera Utara,2015-02-15,0.0
Sumatera Utara,2015-02-16,15.42
Sumatera Utara,2015-02-17,7.5
Sumatera Utara,2015-02-18,42.7
Sumatera Utara,2015-02-19,2.19
Sumatera Utara,2015-02-20,0.0
Sumatera Utara,2015-02-21,0.0
Sumatera Utara,2015-02-22,0.0
Sumatera Utara,2015-02-23,0.0
Sumatera Utara,2015-02-24,0.0
Sumatera Utara,2015-02-25,4.38
Sumatera Utara,2015-02-26,4.42
Sumatera Utara,2015-02-27,12.53
Sumatera Utara,2015-02-28,18.86
Sumatera Utara,2015-03-01,5.41
Sumatera Utara,2015-03-02,0.89
Sumatera Utara,2015-03-03,14.94
Sumatera Utara,2015-03-04,14.44
Sumatera Utara,2015-03-05,0.18
Sumatera Utara,2015-03-06,0.03
Sumatera Utara,2015-03-07,7.6
Sumatera Utara,2015-03-08,1.84
Sumatera Utara,2015-03-09,1.61
Sumatera Utara,2015-03-10,23.03
Sumatera Utara,2015-03-11,41.29
Sumatera Utara,2015-03-12,1.87
Sumatera Utara,2015-03-13,0.0
Sumatera Utara,2015-03-14,0.0
Sumatera Utara,2015-03-15,8.0
Sumatera Utara,2015-03-16,12.47
Sumatera Utara,2015-03-17,13.62
Sumatera Utara,2015-03-18,2.9
Sumatera Utara,2015-03-19,18.19
Sumatera Utara,2015-03-20,0.56
Sumatera Utara,2015-03-21,1.27
Sumatera Utara,2015-03-22,2.72
Sumatera Utara,2015-03-23,2.49
Sumatera Utara,2015-03-24,16.02
Sumatera Utara,2015-03-25,21.53
Sumatera Utara,2015-03-26,1.69
Sumatera Utara,2015-03-27,0.03
Sumatera Utara,2015-03-28,0.06
Sumatera Utara,2015-03-29,0.57
Sumatera Utara,2015-03-30,13.33
Sumatera Utara,2015-03-31,44.85
Sumatera Utara,2015-04-01,28.25
Sumatera Utara,2015-04-02,6.9
Sumatera Utara,2015-04-03,0.19
Sumatera Utara,2015-04-04,35.91
Sumatera Utara,2015-04-05,60.75
Sumatera Utara,2015-04-06,3.64
Sumatera Utara,2015-04-07,0.32
Sumatera Utara,2015-04-08,34.93
Sumatera Utara,2015-04-09,25.05
Sumatera Utara,2015-04-10,2.63
Sumatera Utara,2015-04-11,0.83
Sumatera Utara,2015-04-12,6.0
Sumatera Utara,2015-04-13,1.83
Sumatera Utara,2015-04-14,4.23
Sumatera Utara,2015-04-15,1.18
Sumatera Utara,2015-04-16,11.99
Sumatera Utara,2015-04-17,41.0
Sumatera Utara,2015-04-18,2.99
Sumatera Utara,2015-04-19,1.5
Sumatera Utara,2015-04-20,0.35
Sumatera Utara,2015-04-21,0.49
Sumatera Utara,2015-04-22,5.77
Sumatera Utara,2015-04-23,14.44
Sumatera Utara,2015-04-24,3.11
Sumatera Utara,2015-04-25,1.46
Sumatera Utara,2015-04-26,5.86
Sumatera Utara,2015-04-27,3.7
Sumatera Utara,2015-04-28,5.62
Sumatera Utara,2015-04-29,16.25
Sumatera Utara,2015-04-30,7.6
Sumatera Utara,2015-05-01,5.61
Sumatera Utara,2015-05-02,11.5
Sumatera Utara,2015-05-03,0.49
Sumatera Utara,2015-05-04,2.59
Sumatera Utara,2015-05-05,5.54
Sumatera Utara,2015-05-06,1.76
Sumatera Utara,2015-05-07,5.43
Sumatera Utara,2015-05-08,65.16
Sumatera Utara,2015-05-09,2.37
Sumatera Utara,2015-05-10,0.62
Sumatera Utara,2015-05-11,17.99
Sumatera Utara,2015-05-12,31.9
Sumatera Utara,2015-05-13,4.63
Sumatera Utara,2015-05-14,4.43
Sumatera Utara,2015-05-15,1.79
Sumatera Utara,2015-05-16,0.45
Sumatera Utara,2015-05-17,0.37
Sumatera Utara,2015-05-18,0.69
Sumatera Utara,2015-05-19,13.92
Sumatera Utara,2015-05-20,19.15
Sumatera Utara,2015-05-21,4.87
Sumatera Utara,2015-05-22,1.96
Sumatera Utara,2015-05-23,3.31
Sumatera Utara,2015-05-24,1.1
Sumatera Utara,2015-05-25,29.98
Sumatera Utara,2015-05-26,3.55
Sumatera Utara,2015-05-27,0.21
Sumatera Utara,2015-05-28,0.05
Sumatera Utara,2015-05-29,0.0
Sumatera Utara,2015-05-30,11.24
Sumatera Utara,2015-05-31,12.47
Sumatera Utara,2015-06-01,6.05
Sumatera Utara,2015-06-02,12.13
Sumatera Utara,2015-06-03,0.11
Sumatera Utara,2015-06-04,2.25
